video_id,video_title,channel_name,category,publish_date,views,likes,comments,duration_seconds,country,is_trending,engagement_rate
VID_84,Trending Video 84,Channel_550,Entertainment,2023-01-04 11:00:00,15769191,1818156,208237,179,UK,No,6.3
VID_85,Trending Video 85,Channel_24,Entertainment,2023-01-04 12:00:00,21933846,677700,57873,2859,UK,Yes,3.08
VID_86,Trending Video 86,Channel_45,Sports,2023-01-04 13:00:00,11270527,537575,192235,1659,Australia,Yes,5.46
VID_87,Trending Video 87,Channel_92,Vlogs,2023-01-04 14:00:00,22824112,1981000,71336,1191,India,Yes,6.43
VID_88,Trending Video 88,Channel_110,Education,2023-01-04 15:00:00,6260735,1372951,41354,615,Australia,Yes,10.8
VID_89,Trending Video 89,Channel_575,Sports,2023-01-04 16:00:00,7888313,787409,252142,2061,India,No,9.99
VID_90,Trending Video 90,Channel_24,Sports,2023-01-04 17:00:00,793513,1448928,179095,2708,Australia,Yes,7.85
VID_91,Trending Video 91,Channel_31,Vlogs,2023-01-04 18:00:00,3360875,909706,130840,502,USA,Yes,13.47
VID_92,Trending Video 92,Channel_200,Entertainment,2023-01-04 19:00:00,32827248,1716742,10143,208,UK,Yes,8.17
VID_93,Trending Video 93,Channel_264,Vlogs,2023-01-04 20:00:00,37096486,876966,176095,1775,USA,No,3.55
VID_94,Trending Video 94,Channel_544,Education,2023-01-04 21:00:00,20576561,225718,272299,2939,Pakistan,No,1.57
VID_95,Trending Video 95,Channel_100,Education,2023-01-04 22:00:00,23247267,123894,64407,2892,India,No,5.3
VID_96,Trending Video 96,Channel_340,Education,2023-01-04 23:00:00,6690880,951769,297353,591,India,No,8.74
VID_97,Trending Video 97,Channel_343,Entertainment,2023-01-05 00:00:00,37863731,1836831,140572,2434,Canada,No,12.32
VID_98,Trending Video 98,Channel_21,Tech,2023-01-05 01:00:00,45914721,497809,269946,1902,Pakistan,No,14.64
VID_99,Trending Video 99,Channel_337,Vlogs,2023-01-05 02:00:00,11538040,136592,284441,2420,India,Yes,1.32
VID_100,Trending Video 100,Channel_448,Gaming,2023-01-05 03:00:00,34460229,539926,26335,1599,USA,Yes,14.77
VID_101,Trending Video 101,Channel_293,Vlogs,2023-01-05 04:00:00,25249887,69679,9805,2501,USA,No,12.55
VID_102,Trending Video 102,Channel_457,Vlogs,2023-01-05 05:00:00,38982068,1947021,208979,804,USA,Yes,11.56
VID_103,Trending Video 103,Channel_638,Vlogs,2023-01-05 06:00:00,29088356,628768,270821,2144,Australia,Yes,8.72
VID_104,Trending Video 104,Channel_584,Entertainment,2023-01-05 07:00:00,7631795,1733413,123979,283,India,Yes,11.36
VID_105,Trending Video 105,Channel_384,Sports,2023-01-05 08:00:00,47733114,1053769,139149,871,India,No,2.27
VID_106,Trending Video 106,Channel_562,Tech,2023-01-05 09:00:00,10083691,698902,264720,1417,Canada,Yes,5.06
VID_107,Trending Video 107,Channel_265,Entertainment,2023-01-05 10:00:00,23338616,1390340,202128,316,Australia,Yes,7.86
VID_108,Trending Video 108,Channel_694,News,2023-01-05 11:00:00,37417194,475125,204327,2597,Canada,Yes,14.21
VID_109,Trending Video 109,Channel_496,Tech,2023-01-05 12:00:00,17218210,162567,107956,756,India,Yes,14.06
VID_110,Trending Video 110,Channel_252,Gaming,2023-01-05 13:00:00,2750456,49389,299095,3414,Canada,Yes,4.44
VID_111,Trending Video 111,Channel_677,Entertainment,2023-01-05 14:00:00,24124307,1488444,133530,143,USA,Yes,14.05
VID_112,Trending Video 112,Channel_454,Music,2023-01-05 15:00:00,34536416,1043021,178906,3176,Pakistan,Yes,0.75
VID_113,Trending Video 113,Channel_184,Education,2023-01-05 16:00:00,47683035,1198982,281827,3413,UK,Yes,11.93
VID_114,Trending Video 114,Channel_376,Gaming,2023-01-05 17:00:00,18889822,374233,130380,264,USA,No,3.25
VID_115,Trending Video 115,Channel_21,Tech,2023-01-05 18:00:00,11062399,523782,228269,119,Canada,Yes,8.89
VID_116,Trending Video 116,Channel_639,Vlogs,2023-01-05 19:00:00,3332463,457378,209539,1626,Pakistan,Yes,9.01
VID_117,Trending Video 117,Channel_655,Tech,2023-01-05 20:00:00,42466927,1518446,161269,1900,USA,Yes,14.17
VID_118,Trending Video 118,Channel_452,Tech,2023-01-05 21:00:00,16641856,178587,71930,3541,India,Yes,14.27
VID_119,Trending Video 119,Channel_199,Sports,2023-01-05 22:00:00,36897903,1623054,67867,3595,USA,No,8.98
VID_120,Trending Video 120,Channel_228,Vlogs,2023-01-05 23:00:00,13819569,1935194,103483,2985,Canada,Yes,9.22
VID_121,Trending Video 121,Channel_699,Gaming,2023-01-06 00:00:00,20071234,1465961,235733,2750,India,Yes,13.82
VID_122,Trending Video 122,Channel_708,News,2023-01-06 01:00:00,37051024,231685,109620,1668,Canada,Yes,11.28
VID_123,Trending Video 123,Channel_295,Sports,2023-01-06 02:00:00,34192715,1170833,222734,860,Australia,No,6.89
VID_124,Trending Video 124,Channel_375,News,2023-01-06 03:00:00,46581150,1702014,242489,1672,USA,Yes,14.79
VID_125,Trending Video 125,Channel_396,Education,2023-01-06 04:00:00,41947987,1952427,67367,1453,UK,Yes,3.14
VID_126,Trending Video 126,Channel_299,Education,2023-01-06 05:00:00,159790,1649068,12664,2296,Pakistan,Yes,11.05
VID_127,Trending Video 127,Channel_655,Entertainment,2023-01-06 06:00:00,5957231,1336049,171944,1706,UK,No,10.66
VID_128,Trending Video 128,Channel_617,Music,2023-01-06 07:00:00,3232137,1259672,272196,1970,Pakistan,Yes,6.22
VID_129,Trending Video 129,Channel_172,Education,2023-01-06 08:00:00,42424426,545871,298469,3169,India,Yes,1.91
VID_130,Trending Video 130,Channel_605,Tech,2023-01-06 09:00:00,30670698,598261,262266,2000,Pakistan,Yes,5.82
VID_131,Trending Video 131,Channel_441,Sports,2023-01-06 10:00:00,38357387,782962,250935,2188,Pakistan,No,7.62
VID_132,Trending Video 132,Channel_555,Entertainment,2023-01-06 11:00:00,14911820,158246,49090,1594,USA,Yes,12.5
VID_133,Trending Video 133,Channel_551,News,2023-01-06 12:00:00,17628184,551340,263614,554,USA,Yes,12.37
VID_134,Trending Video 134,Channel_670,Entertainment,2023-01-06 13:00:00,33992153,1100583,260808,1952,India,Yes,13.82
VID_135,Trending Video 135,Channel_718,Education,2023-01-06 14:00:00,9889951,1488406,274306,3525,Australia,Yes,13.2
VID_136,Trending Video 136,Channel_626,Vlogs,2023-01-06 15:00:00,37832855,614180,102734,2324,UK,Yes,6.3
VID_137,Trending Video 137,Channel_460,Sports,2023-01-06 16:00:00,15983609,528445,43625,2840,Australia,Yes,2.87
VID_138,Trending Video 138,Channel_716,Tech,2023-01-06 17:00:00,31238251,327092,129396,846,India,Yes,9.12
VID_139,Trending Video 139,Channel_675,Vlogs,2023-01-06 18:00:00,13485208,1697222,180885,3274,India,Yes,12.76
VID_140,Trending Video 140,Channel_772,Gaming,2023-01-06 19:00:00,40100938,388327,6533,3596,India,Yes,0.75
VID_141,Trending Video 141,Channel_384,Gaming,2023-01-06 20:00:00,41159493,35120,36049,2257,Australia,Yes,11.58
VID_142,Trending Video 142,Channel_596,Vlogs,2023-01-06 21:00:00,42124464,1233033,80680,1577,Pakistan,Yes,5.87
VID_143,Trending Video 143,Channel_75,Music,2023-01-06 22:00:00,40530816,1282020,252309,158,UK,No,5.27
VID_144,Trending Video 144,Channel_95,Tech,2023-01-06 23:00:00,11195020,838868,221657,1070,Canada,No,4.89
VID_145,Trending Video 145,Channel_527,Sports,2023-01-07 00:00:00,9846777,850925,205314,1108,Canada,Yes,7.58
VID_146,Trending Video 146,Channel_708,Vlogs,2023-01-07 01:00:00,26248248,699223,293070,1062,India,Yes,9.26
VID_147,Trending Video 147,Channel_577,Sports,2023-01-07 02:00:00,582801,621955,22074,1949,USA,Yes,3.58
VID_148,Trending Video 148,Channel_245,Gaming,2023-01-07 03:00:00,7410801,1676280,207780,322,Pakistan,Yes,2.43
VID_149,Trending Video 149,Channel_515,Music,2023-01-07 04:00:00,25278080,581228,172625,2566,India,Yes,3.86
VID_150,Trending Video 150,Channel_41,News,2023-01-07 05:00:00,46678631,1053602,35926,1050,Australia,Yes,11.55
VID_151,Trending Video 151,Channel_577,Tech,2023-01-07 06:00:00,31342646,896594,8525,1941,Australia,No,0.72
VID_152,Trending Video 152,Channel_406,Music,2023-01-07 07:00:00,34611026,1093130,48518,805,Canada,No,3.95
VID_153,Trending Video 153,Channel_255,Vlogs,2023-01-07 08:00:00,40630980,731998,77351,2268,UK,Yes,5.38
VID_154,Trending Video 154,Channel_693,Sports,2023-01-07 09:00:00,40532506,1416089,266733,1403,Australia,Yes,7.01
VID_155,Trending Video 155,Channel_267,Sports,2023-01-07 10:00:00,13395992,604653,66902,3399,Canada,Yes,3.1
VID_156,Trending Video 156,Channel_32,Sports,2023-01-07 11:00:00,14290807,5615,191525,394,UK,No,11.31
VID_157,Trending Video 157,Channel_399,Tech,2023-01-07 12:00:00,4359109,1684066,40450,2953,Australia,Yes,13.59
VID_158,Trending Video 158,Channel_548,Gaming,2023-01-07 13:00:00,9207981,32925,184155,459,Canada,Yes,12.38
VID_159,Trending Video 159,Channel_114,Gaming,2023-01-07 14:00:00,25373873,109255,260652,78,UK,Yes,11.43
VID_160,Trending Video 160,Channel_724,Entertainment,2023-01-07 15:00:00,36296720,597232,76796,324,Canada,No,2.98
VID_161,Trending Video 161,Channel_625,Music,2023-01-07 16:00:00,43395256,756775,220890,2601,UK,No,1.43
VID_162,Trending Video 162,Channel_579,Vlogs,2023-01-07 17:00:00,10738984,1540588,104526,2043,Australia,Yes,5.82
VID_163,Trending Video 163,Channel_260,News,2023-01-07 18:00:00,28588499,1543445,34473,2798,Australia,No,10.68
VID_164,Trending Video 164,Channel_28,Vlogs,2023-01-07 19:00:00,13804843,1517209,186545,2722,USA,Yes,7.43
VID_165,Trending Video 165,Channel_787,Vlogs,2023-01-07 20:00:00,12093881,1545920,25386,1170,USA,Yes,9.48
VID_166,Trending Video 166,Channel_496,Vlogs,2023-01-07 21:00:00,48360954,1703268,144448,1142,Canada,No,13.04
VID_167,Trending Video 167,Channel_221,Music,2023-01-07 22:00:00,42512920,81239,134000,2975,USA,Yes,2.6
VID_168,Trending Video 168,Channel_103,Sports,2023-01-07 23:00:00,46943922,896174,96861,428,Australia,Yes,13.92
VID_169,Trending Video 169,Channel_190,Gaming,2023-01-08 00:00:00,4418539,1893729,289328,1175,India,Yes,12.96
VID_170,Trending Video 170,Channel_183,Vlogs,2023-01-08 01:00:00,1053907,175515,8794,668,USA,Yes,8.48
VID_171,Trending Video 171,Channel_382,Music,2023-01-08 02:00:00,49411833,1154896,18902,3106,Pakistan,Yes,14.17
VID_172,Trending Video 172,Channel_789,Gaming,2023-01-08 03:00:00,23760884,1496890,162145,157,Canada,Yes,13.19
VID_173,Trending Video 173,Channel_595,News,2023-01-08 04:00:00,24371652,1011507,90123,176,India,Yes,4.28
VID_174,Trending Video 174,Channel_438,News,2023-01-08 05:00:00,4134356,1728023,293652,3438,Pakistan,Yes,12.18
VID_175,Trending Video 175,Channel_556,Music,2023-01-08 06:00:00,6388183,471349,93230,231,Australia,No,3.78
VID_176,Trending Video 176,Channel_357,Gaming,2023-01-08 07:00:00,37270615,349798,120866,2357,Pakistan,Yes,9.03
VID_177,Trending Video 177,Channel_436,News,2023-01-08 08:00:00,29251288,1602203,182514,2242,Canada,Yes,8.75
VID_178,Trending Video 178,Channel_320,Vlogs,2023-01-08 09:00:00,25357995,1941758,147526,1868,Pakistan,Yes,4.75
VID_179,Trending Video 179,Channel_12,Tech,2023-01-08 10:00:00,15757402,1306825,250286,3574,Pakistan,No,5.88
VID_180,Trending Video 180,Channel_38,News,2023-01-08 11:00:00,37017426,734459,199567,2988,India,No,13.32
VID_181,Trending Video 181,Channel_785,Tech,2023-01-08 12:00:00,40156575,1182644,275063,1019,Canada,Yes,14.43
VID_182,Trending Video 182,Channel_106,News,2023-01-08 13:00:00,18933724,187716,280704,780,India,Yes,11.62
VID_183,Trending Video 183,Channel_337,Vlogs,2023-01-08 14:00:00,12684892,1241938,123170,1524,Pakistan,No,4.15
VID_184,Trending Video 184,Channel_463,News,2023-01-08 15:00:00,23619270,1626076,113082,3431,UK,Yes,6.8
VID_185,Trending Video 185,Channel_386,Sports,2023-01-08 16:00:00,35896372,1442818,65570,1154,Pakistan,No,13.99
VID_186,Trending Video 186,Channel_676,Sports,2023-01-08 17:00:00,15349913,909619,296903,281,Australia,Yes,0.87
VID_187,Trending Video 187,Channel_777,Tech,2023-01-08 18:00:00,33018607,268332,178934,191,Australia,Yes,5.96
VID_188,Trending Video 188,Channel_558,Entertainment,2023-01-08 19:00:00,32714451,1944967,162145,202,UK,No,0.52
VID_189,Trending Video 189,Channel_566,Gaming,2023-01-08 20:00:00,2752800,114640,78286,292,Canada,No,11.89
VID_190,Trending Video 190,Channel_140,Education,2023-01-08 21:00:00,43025097,1390584,204747,2150,UK,Yes,2.2
VID_191,Trending Video 191,Channel_12,Sports,2023-01-08 22:00:00,12650041,1450428,105345,2325,Pakistan,Yes,12.34
VID_192,Trending Video 192,Channel_727,Music,2023-01-08 23:00:00,17601112,769736,65969,2678,UK,No,9.98
VID_193,Trending Video 193,Channel_217,Gaming,2023-01-09 00:00:00,48201488,1838121,243917,2529,Canada,No,0.55
VID_194,Trending Video 194,Channel_312,Gaming,2023-01-09 01:00:00,14141278,278029,186692,1901,Canada,Yes,4.42
VID_195,Trending Video 195,Channel_732,Vlogs,2023-01-09 02:00:00,38722191,21791,103913,1646,Australia,No,10.42
VID_196,Trending Video 196,Channel_398,Gaming,2023-01-09 03:00:00,38135798,1719150,139974,2854,USA,Yes,14.23
VID_197,Trending Video 197,Channel_300,Sports,2023-01-09 04:00:00,22484370,872911,205084,866,Pakistan,Yes,11.29
VID_198,Trending Video 198,Channel_793,Vlogs,2023-01-09 05:00:00,45824091,1497799,197121,3334,India,Yes,3.43
VID_199,Trending Video 199,Channel_337,Music,2023-01-09 06:00:00,30560068,1061335,13113,1727,Pakistan,Yes,11.08
VID_200,Trending Video 200,Channel_85,Gaming,2023-01-09 07:00:00,6060926,531329,74117,3072,Pakistan,Yes,1.4
VID_201,Trending Video 201,Channel_473,Tech,2023-01-09 08:00:00,22834560,1252106,91720,3039,Australia,Yes,3.66
VID_202,Trending Video 202,Channel_368,Sports,2023-01-09 09:00:00,8798706,1389469,221817,2483,India,Yes,4.61
VID_203,Trending Video 203,Channel_710,Music,2023-01-09 10:00:00,23225692,810510,136928,2057,Canada,Yes,8.43
VID_204,Trending Video 204,Channel_386,Gaming,2023-01-09 11:00:00,27058897,721013,155978,352,USA,No,5.97
VID_205,Trending Video 205,Channel_634,Tech,2023-01-09 12:00:00,23829898,1501766,126742,2941,Canada,Yes,4.57
VID_206,Trending Video 206,Channel_231,Music,2023-01-09 13:00:00,22215264,152766,206809,693,Canada,Yes,5.03
VID_207,Trending Video 207,Channel_716,Vlogs,2023-01-09 14:00:00,16672277,1822169,298406,1789,Pakistan,Yes,10.84
VID_208,Trending Video 208,Channel_344,Music,2023-01-09 15:00:00,10055761,1583886,167990,3058,USA,Yes,13.85
VID_209,Trending Video 209,Channel_738,Music,2023-01-09 16:00:00,29320323,1329749,162807,2969,Australia,Yes,8.6
VID_210,Trending Video 210,Channel_464,News,2023-01-09 17:00:00,37801730,872359,252444,2345,Pakistan,Yes,7.99
VID_211,Trending Video 211,Channel_595,Vlogs,2023-01-09 18:00:00,14320742,1079821,127461,1702,UK,No,12.72
VID_212,Trending Video 212,Channel_109,Education,2023-01-09 19:00:00,28474173,1104561,145580,3594,Pakistan,Yes,4.27
VID_213,Trending Video 213,Channel_204,Education,2023-01-09 20:00:00,42622992,1547268,167689,2638,Australia,Yes,7.58
VID_214,Trending Video 214,Channel_510,Gaming,2023-01-09 21:00:00,45302409,1960853,209255,904,Canada,Yes,5.01
VID_215,Trending Video 215,Channel_219,Tech,2023-01-09 22:00:00,21872471,984981,398,2829,Pakistan,Yes,2.72
VID_216,Trending Video 216,Channel_362,Education,2023-01-09 23:00:00,16936333,245109,183041,3267,USA,Yes,14.29
VID_217,Trending Video 217,Channel_584,Education,2023-01-10 00:00:00,32058746,311014,136297,1683,USA,No,3.13
VID_218,Trending Video 218,Channel_38,Music,2023-01-10 01:00:00,3886518,950587,263848,3407,Canada,Yes,1.53
VID_219,Trending Video 219,Channel_325,Education,2023-01-10 02:00:00,45268674,1275675,79216,2939,India,No,11.57
VID_220,Trending Video 220,Channel_555,News,2023-01-10 03:00:00,39260778,495318,290082,181,India,Yes,4.52
VID_221,Trending Video 221,Channel_331,Music,2023-01-10 04:00:00,49676244,496637,157080,3207,Pakistan,Yes,9.26
VID_222,Trending Video 222,Channel_369,News,2023-01-10 05:00:00,3198453,797935,13393,2004,UK,Yes,12.01
VID_223,Trending Video 223,Channel_627,Tech,2023-01-10 06:00:00,28122288,727819,7559,3307,Pakistan,No,11.46
VID_224,Trending Video 224,Channel_669,Vlogs,2023-01-10 07:00:00,25336672,24733,35639,2072,Australia,Yes,4.82
VID_225,Trending Video 225,Channel_693,Tech,2023-01-10 08:00:00,11682630,1525851,193205,3286,Pakistan,Yes,2.46
VID_226,Trending Video 226,Channel_607,Education,2023-01-10 09:00:00,9259367,450763,42367,1182,Australia,Yes,5.87
VID_227,Trending Video 227,Channel_714,Entertainment,2023-01-10 10:00:00,39060744,498114,125208,2007,Pakistan,Yes,6.13
VID_228,Trending Video 228,Channel_496,Tech,2023-01-10 11:00:00,39605010,1234036,181004,137,UK,Yes,3.16
VID_229,Trending Video 229,Channel_684,Entertainment,2023-01-10 12:00:00,22917169,188929,237394,1239,USA,Yes,1.2
